k,sexo,chave,l,m,s
1000188,1,188,1.0,171.7773,0.04538
1000189,1,189,1.0,172.0748,0.04527
1000190,1,190,1.0,172.3606,0.04516
1000191,1,191,1.0,172.6345,0.04506
1000192,1,192,1.0,172.8967,0.04495
1000193,1,193,1.0,173.147,0.04484
1000194,1,194,1.0,173.3856,0.04473
1000195,1,195,1.0,173.6126,0.04462
1000196,1,196,1.0,173.828,0.04451
1000197,1,197,1.0,174.0321,0.0444
1000198,1,198,1.0,174.2251,0.04429
1000199,1,199,1.0,174.4071,0.04418
1000200,1,200,1.0,174.5784,0.04407
1000201,1,201,1.0,174.7392,0.04396
1000202,1,202,1.0,174.8896,0.04385
1000203,1,203,1.0,175.0301,0.04375
1000204,1,204,1.0,175.1609,0.04364
1000205,1,205,1.0,175.2824,0.04353
1000206,1,206,1.0,175.3951,0.04343
1000207,1,207,1.0,175.4995,0.04332
1000208,1,208,1.0,175.5959,0.04322
1000209,1,209,1.0,175.685,0.04311
1000210,1,210,1.0,175.7672,0.04301
1000211,1,211,1.0,175.8432,0.04291
1000212,1,212,1.0,175.9133,0.04281
1000213,1,213,1.0,175.9781,0.04271
1000214,1,214,1.0,176.038,0.04261
1000215,1,215,1.0,176.0935,0.04251
1000216,1,216,1.0,176.1449,0.04241
1000217,1,217,1.0,176.1925,0.04232
1000218,1,218,1.0,176.2368,0.04222
1000219,1,219,1.0,176.2779,0.04213
1000220,1,220,1.0,176.3162,0.04204
1000221,1,221,1.0,176.3518,0.04195
1000222,1,222,1.0,176.3851,0.04185
1000223,1,223,1.0,176.4162,0.04177
1000224,1,224,1.0,176.4453,0.04168
1000225,1,225,1.0,176.4724,0.04159
1000226,1,226,1.0,176.4976,0.0415
1000227,1,227,1.0,176.5211,0.04142
1000228,1,228,1.0,176.5432,0.04134
2000061,2,61,1.0,109.6016,0.04355
2000062,2,62,1.0,110.1258,0.04364
2000063,2,63,1.0,110.6451,0.04373
2000064,2,64,1.0,111.1596,0.04382
2000065,2,65,1.0,111.6696,0.0439
2000066,2,66,1.0,112.1753,0.04399
2000067,2,67,1.0,112.6767,0.04407
2000068,2,68,1.0,113.174,0.04415
2000069,2,69,1.0,113.6672,0.04423
2000070,2,70,1.0,114.1565,0.04431
2000071,2,71,1.0,114.6421,0.04439
2000072,2,72,1.0,115.1244,0.04447
2000073,2,73,1.0,115.6039,0.04454
2000074,2,74,1.0,116.0812,0.04461
2000075,2,75,1.0,116.5568,0.04469
2000076,2,76,1.0,117.0311,0.04475
2000077,2,77,1.0,117.5044,0.04482
2000078,2,78,1.0,117.9769,0.04489
2000079,2,79,1.0,118.4489,0.04495
2000080,2,80,1.0,118.9208,0.04502
2000081,2,81,1.0,119.3926,0.04508
2000082,2,82,1.0,119.8648,0.04514
2000083,2,83,1.0,120.3374,0.0452
2000084,2,84,1.0,120.8105,0.04525
2000085,2,85,1.0,121.2843,0.04531
2000086,2,86,1.0,121.7587,0.04536
2000087,2,87,1.0,122.2338,0.04542
2000088,2,88,1.0,122.7098,0.04547
2000089,2,89,1.0,123.1868,0.04551
2000090,2,90,1.0,123.6646,0.04556
2000091,2,91,1.0,124.1435,0.04561
2000092,2,92,1.0,124.6234,0.04565
2000093,2,93,1.0,125.1045,0.04569
2000094,2,94,1.0,125.5869,0.04573
2000095,2,95,1.0,126.0706,0.04577
2000096,2,96,1.0,126.5558,0.04581
2000097,2,97,1.0,127.0424,0.04585
2000098,2,98,1.0,127.5304,0.04588
2000099,2,99,1.0,128.0199,0.04591
2000100,2,100,1.0,128.5109,0.04594
2000101,2,101,1.0,129.0035,0.04597
2000102,2,102,1.0,129.4975,0.046
2000103,2,103,1.0,129.9932,0.04602
2000104,2,104,1.0,130.4904,0.04604
2000105,2,105,1.0,130.9891,0.04607
2000106,2,106,1.0,131.4895,0.04608
2000107,2,107,1.0,131.9912,0.0461
2000108,2,108,1.0,132.4944,0.04612
2000109,2,109,1.0,132.9989,0.04613
2000110,2,110,1.0,133.5046,0.04614
2000111,2,111,1.0,134.0118,0.04615
2000112,2,112,1.0,134.5202,0.04616
2000113,2,113,1.0,135.0299,0.04616
2000114,2,114,1.0,135.541,0.04617
2000115,2,115,1.0,136.0533,0.04617
2000116,2,116,1.0,136.567,0.04616
2000117,2,117,1.0,137.0821,0.04616
2000118,2,118,1.0,137.5987,0.04616
2000119,2,119,1.0,138.1167,0.04615
2000120,2,120,1.0,138.6363,0.04614
2000121,2,121,1.0,139.1575,0.04612
2000122,2,122,1.0,139.6803,0.04611
2000123,2,123,1.0,140.2049,0.04609
2000124,2,124,1.0,140.7313,0.04607
2000125,2,125,1.0,141.2594,0.04605
2000126,2,126,1.0,141.7892,0.04603
2000127,2,127,1.0,142.3206,0.046
2000128,2,128,1.0,142.8534,0.04597
2000129,2,129,1.0,143.3874,0.04594
2000130,2,130,1.0,143.9222,0.04591
2000131,2,131,1.0,144.4575,0.04588
2000132,2,132,1.0,144.9929,0.04584
2000133,2,133,1.0,145.528,0.0458
2000134,2,134,1.0,146.0622,0.04576
2000135,2,135,1.0,146.5951,0.04571
2000136,2,136,1.0,147.1262,0.04567
2000137,2,137,1.0,147.6548,0.04562
2000138,2,138,1.0,148.1804,0.04557
2000139,2,139,1.0,148.7023,0.04552
2000140,2,140,1.0,149.2197,0.04546
2000141,2,141,1.0,149.7322,0.04541
2000142,2,142,1.0,150.239,0.04535
2000143,2,143,1.0,150.7394,0.04529
2000144,2,144,1.0,151.2327,0.04523
2000145,2,145,1.0,151.7182,0.04516
2000146,2,146,1.0,152.1951,0.0451
2000147,2,147,1.0,152.6628,0.04503
2000148,2,148,1.0,153.1206,0.04497
2000149,2,149,1.0,153.5678,0.0449
2000150,2,150,1.0,154.0041,0.04483
2000151,2,151,1.0,154.429,0.04476
2000152,2,152,1.0,154.8423,0.04468
2000153,2,153,1.0,155.2437,0.04461
2000154,2,154,1.0,155.633,0.04454
2000155,2,155,1.0,156.0101,0.04446
2000156,2,156,1.0,156.3748,0.04439
2000157,2,157,1.0,156.7269,0.04431
2000158,2,158,1.0,157.0666,0.04423
2000159,2,159,1.0,157.3936,0.04415
2000160,2,160,1.0,157.7082,0.04408
2000161,2,161,1.0,158.0102,0.044
2000162,2,162,1.0,158.2997,0.04392
2000163,2,163,1.0,158.5771,0.04384
2000164,2,164,1.0,158.8425,0.04376
2000165,2,165,1.0,159.0961,0.04369
2000166,2,166,1.0,159.3382,0.04361
2000167,2,167,1.0,159.5691,0.04353
2000168,2,168,1.0,159.789,0.04345
2000169,2,169,1.0,159.9983,0.04337
2000170,2,170,1.0,160.1971,0.0433
2000171,2,171,1.0,160.3857,0.04322
2000172,2,172,1.0,160.5643,0.04314
2000173,2,173,1.0,160.7332,0.04307
2000174,2,174,1.0,160.8927,0.04299
2000175,2,175,1.0,161.043,0.04292
2000176,2,176,1.0,161.1845,0.04284
2000177,2,177,1.0,161.3176,0.04277
2000178,2,178,1.0,161.4425,0.0427
2000179,2,179,1.0,161.5596,0.04263
2000180,2,180,1.0,161.6692,0.04255
2000181,2,181,1.0,161.7717,0.04248
2000182,2,182,1.0,161.8673,0.04241
2000183,2,183,1.0,161.9564,0.04235
2000184,2,184,1.0,162.0393,0.04228
2000185,2,185,1.0,162.1164,0.04221
2000186,2,186,1.0,162.188,0.04214
2000187,2,187,1.0,162.2542,0.04208
2000188,2,188,1.0,162.3154,0.04201
2000189,2,189,1.0,162.3719,0.04195
2000190,2,190,1.0,162.4239,0.04189
2000191,2,191,1.0,162.4717,0.04182
2000192,2,192,1.0,162.5156,0.04176
2000193,2,193,1.0,162.556,0.0417
2000194,2,194,1.0,162.5933,0.04164
2000195,2,195,1.0,162.6276,0.04158
2000196,2,196,1.0,162.6594,0.04152
2000197,2,197,1.0,162.689,0.04147
2000198,2,198,1.0,162.7165,0.04141
2000199,2,199,1.0,162.7425,0.04136
2000200,2,200,1.0,162.767,0.0413
2000201,2,201,1.0,162.7904,0.04125
2000202,2,202,1.0,162.8126,0.04119
2000203,2,203,1.0,162.834,0.04114
2000204,2,204,1.0,162.8545,0.04109
2000205,2,205,1.0,162.8743,0.04104
2000206,2,206,1.0,162.8935,0.04099
2000207,2,207,1.0,162.912,0.04094
2000208,2,208,1.0,162.93,0.04089
2000209,2,209,1.0,162.9476,0.04084
2000210,2,210,1.0,162.9649,0.0408
2000211,2,211,1.0,162.9817,0.04075
2000212,2,212,1.0,162.9983,0.04071
2000213,2,213,1.0,163.0144,0.04066
2000214,2,214,1.0,163.03,0.04062
2000215,2,215,1.0,163.0451,0.04058
2000216,2,216,1.0,163.0595,0.04053
2000217,2,217,1.0,163.0733,0.04049
2000218,2,218,1.0,163.0862,0.04045
2000219,2,219,1.0,163.0982,0.04041
2000220,2,220,1.0,163.1092,0.04037
2000221,2,221,1.0,163.1192,0.04034
2000222,2,222,1.0,163.1279,0.0403
2000223,2,223,1.0,163.1355,0.04026
2000224,2,224,1.0,163.1418,0.04023
2000225,2,225,1.0,163.1469,0.04019
2000226,2,226,1.0,163.1508,0.04016
2000227,2,227,1.0,163.1534,0.04012
2000228,2,228,1.0,163.1548,0.04009
