k,sexo,chave,l,m,s
1000450,1,450,-0.3521,2.441,0.09182
1000451,1,451,-0.3521,2.4577,0.09176
1000452,1,452,-0.3521,2.4744,0.0917
1000453,1,453,-0.3521,2.4911,0.09164
1000454,1,454,-0.3521,2.5078,0.09159
1000455,1,455,-0.3521,2.5244,0.09153
1000456,1,456,-0.3521,2.5411,0.09147
1000457,1,457,-0.3521,2.5578,0.09141
1000458,1,458,-0.3521,2.5744,0.09135
1000459,1,459,-0.3521,2.5911,0.09129
1000460,1,460,-0.3521,2.6077,0.09124
1000461,1,461,-0.3521,2.6244,0.09118
1000462,1,462,-0.3521,2.6411,0.09112
1000463,1,463,-0.3521,2.6578,0.09106
1000464,1,464,-0.3521,2.6745,0.091
1000465,1,465,-0.3521,2.6913,0.09094
1000466,1,466,-0.3521,2.7081,0.09088
1000467,1,467,-0.3521,2.7249,0.09083
1000468,1,468,-0.3521,2.7417,0.09077
1000469,1,469,-0.3521,2.7586,0.09071
1000470,1,470,-0.3521,2.7755,0.09065
1000471,1,471,-0.3521,2.7925,0.09059
1000472,1,472,-0.3521,2.8095,0.09053
1000473,1,473,-0.3521,2.8266,0.09047
1000474,1,474,-0.3521,2.8437,0.09042
1000475,1,475,-0.3521,2.8609,0.09036
1000476,1,476,-0.3521,2.8782,0.0903
1000477,1,477,-0.3521,2.8955,0.09024
1000478,1,478,-0.3521,2.9129,0.09018
1000479,1,479,-0.3521,2.9304,0.09012
1000480,1,480,-0.3521,2.948,0.09007
1000481,1,481,-0.3521,2.9657,0.09001
1000482,1,482,-0.3521,2.9835,0.08995
1000483,1,483,-0.3521,3.0014,0.08989
1000484,1,484,-0.3521,3.0195,0.08983
1000485,1,485,-0.3521,3.0377,0.08977
1000486,1,486,-0.3521,3.056,0.08972
1000487,1,487,-0.3521,3.0745,0.08966
1000488,1,488,-0.3521,3.0931,0.0896
1000489,1,489,-0.3521,3.1119,0.08954
1000490,1,490,-0.3521,3.1308,0.08948
1000491,1,491,-0.3521,3.1499,0.08943
1000492,1,492,-0.3521,3.1691,0.08937
1000493,1,493,-0.3521,3.1884,0.08931
1000494,1,494,-0.3521,3.2079,0.08925
1000495,1,495,-0.3521,3.2276,0.08919
1000496,1,496,-0.3521,3.2473,0.08913
1000497,1,497,-0.3521,3.2672,0.08908
1000498,1,498,-0.3521,3.2873,0.08902
1000499,1,499,-0.3521,3.3075,0.08896
1000500,1,500,-0.3521,3.3278,0.0889
1000501,1,501,-0.3521,3.3482,0.08884
1000502,1,502,-0.3521,3.3688,0.08878
1000503,1,503,-0.3521,3.3894,0.08872
1000504,1,504,-0.3521,3.4102,0.08867
1000505,1,505,-0.3521,3.4311,0.08861
1000506,1,506,-0.3521,3.4522,0.08855
1000507,1,507,-0.3521,3.4733,0.08849
1000508,1,508,-0.3521,3.4946,0.08843
1000509,1,509,-0.3521,3.5161,0.08837
1000510,1,510,-0.3521,3.5376,0.08831
1000511,1,511,-0.3521,3.5593,0.08825
1000512,1,512,-0.3521,3.5812,0.08819
1000513,1,513,-0.3521,3.6032,0.08813
1000514,1,514,-0.3521,3.6254,0.08807
1000515,1,515,-0.3521,3.6477,0.08801
1000516,1,516,-0.3521,3.6702,0.08795
1000517,1,517,-0.3521,3.6929,0.08789
1000518,1,518,-0.3521,3.7157,0.08783
1000519,1,519,-0.3521,3.7388,0.08777
1000520,1,520,-0.3521,3.762,0.08771
1000521,1,521,-0.3521,3.7855,0.08765
1000522,1,522,-0.3521,3.8092,0.08759
1000523,1,523,-0.3521,3.833,0.08753
1000524,1,524,-0.3521,3.8571,0.08747
1000525,1,525,-0.3521,3.8814,0.08741
1000526,1,526,-0.3521,3.9059,0.08735
1000527,1,527,-0.3521,3.9306,0.08729
1000528,1,528,-0.3521,3.9555,0.08723
1000529,1,529,-0.3521,3.9806,0.08717
1000530,1,530,-0.3521,4.006,0.08711
1000531,1,531,-0.3521,4.0315,0.08705
1000532,1,532,-0.3521,4.0572,0.08699
1000533,1,533,-0.3521,4.0831,0.08693
1000534,1,534,-0.3521,4.1092,0.08687
1000535,1,535,-0.3521,4.1354,0.08681
1000536,1,536,-0.3521,4.1619,0.08675
1000537,1,537,-0.3521,4.1885,0.08669
1000538,1,538,-0.3521,4.2153,0.08663
1000539,1,539,-0.3521,4.2422,0.08657
1000540,1,540,-0.3521,4.2693,0.08651
1000541,1,541,-0.3521,4.2965,0.08645
1000542,1,542,-0.3521,4.3239,0.08639
1000543,1,543,-0.3521,4.3513,0.08633
1000544,1,544,-0.3521,4.3789,0.08627
1000545,1,545,-0.3521,4.4066,0.08621
1000546,1,546,-0.3521,4.4344,0.08615
1000547,1,547,-0.3521,4.4623,0.0861
1000548,1,548,-0.3521,4.4903,0.08604
1000549,1,549,-0.3521,4.5185,0.08598
1000550,1,550,-0.3521,4.5467,0.08592
1000551,1,551,-0.3521,4.575,0.08586
1000552,1,552,-0.3521,4.6034,0.0858
1000553,1,553,-0.3521,4.6319,0.08575
1000554,1,554,-0.3521,4.6605,0.08569
1000555,1,555,-0.3521,4.6892,0.08563
1000556,1,556,-0.3521,4.718,0.08558
1000557,1,557,-0.3521,4.7469,0.08552
1000558,1,558,-0.3521,4.7758,0.08546
1000559,1,559,-0.3521,4.8048,0.08541
1000560,1,560,-0.3521,4.8338,0.08535
1000561,1,561,-0.3521,4.8629,0.08529
1000562,1,562,-0.3521,4.892,0.08524
1000563,1,563,-0.3521,4.9212,0.08518
1000564,1,564,-0.3521,4.9504,0.08513
1000565,1,565,-0.3521,4.9796,0.08507
1000566,1,566,-0.3521,5.0088,0.08502
1000567,1,567,-0.3521,5.0381,0.08497
1000568,1,568,-0.3521,5.0673,0.08491
1000569,1,569,-0.3521,5.0966,0.08486
1000570,1,570,-0.3521,5.1259,0.08481
1000571,1,571,-0.3521,5.1551,0.08475
1000572,1,572,-0.3521,5.1844,0.0847
1000573,1,573,-0.3521,5.2137,0.08465
1000574,1,574,-0.3521,5.2429,0.0846
1000575,1,575,-0.3521,5.2721,0.08455
1000576,1,576,-0.3521,5.3014,0.08449
1000577,1,577,-0.3521,5.3306,0.08444
1000578,1,578,-0.3521,5.3598,0.08439
1000579,1,579,-0.3521,5.3889,0.08434
1000580,1,580,-0.3521,5.418,0.0843
1000581,1,581,-0.3521,5.4471,0.08425
1000582,1,582,-0.3521,5.4762,0.0842
1000583,1,583,-0.3521,5.5053,0.08415
1000584,1,584,-0.3521,5.5343,0.0841
1000585,1,585,-0.3521,5.5632,0.08406
1000586,1,586,-0.3521,5.5922,0.08401
1000587,1,587,-0.3521,5.621,0.08397
1000588,1,588,-0.3521,5.6499,0.08392
1000589,1,589,-0.3521,5.6787,0.08388
1000590,1,590,-0.3521,5.7074,0.08383
1000591,1,591,-0.3521,5.7361,0.08379
1000592,1,592,-0.3521,5.7647,0.08375
1000593,1,593,-0.3521,5.7933,0.0837
1000594,1,594,-0.3521,5.8217,0.08366
1000595,1,595,-0.3521,5.8501,0.08362
1000596,1,596,-0.3521,5.8784,0.08358
1000597,1,597,-0.3521,5.9067,0.08354
1000598,1,598,-0.3521,5.9348,0.0835
1000599,1,599,-0.3521,5.9628,0.08346
1000600,1,600,-0.3521,5.9907,0.08342
1000601,1,601,-0.3521,6.0185,0.08339
1000602,1,602,-0.3521,6.0461,0.08335
1000603,1,603,-0.3521,6.0737,0.08331
1000604,1,604,-0.3521,6.1011,0.08328
1000605,1,605,-0.3521,6.1284,0.08324
1000606,1,606,-0.3521,6.1556,0.08321
1000607,1,607,-0.3521,6.1827,0.08317
1000608,1,608,-0.3521,6.2096,0.08314
1000609,1,609,-0.3521,6.2365,0.08311
1000610,1,610,-0.3521,6.2632,0.08308
1000611,1,611,-0.3521,6.2899,0.08304
1000612,1,612,-0.3521,6.3164,0.08301
1000613,1,613,-0.3521,6.3428,0.08298
1000614,1,614,-0.3521,6.3692,0.08295
1000615,1,615,-0.3521,6.3954,0.08292
1000616,1,616,-0.3521,6.4215,0.0829
1000617,1,617,-0.3521,6.4475,0.08287
1000618,1,618,-0.3521,6.4735,0.08284
1000619,1,619,-0.3521,6.4993,0.08281
1000620,1,620,-0.3521,6.5251,0.08279
1000621,1,621,-0.3521,6.5508,0.08276
1000622,1,622,-0.3521,6.5764,0.08273
1000623,1,623,-0.3521,6.6019,0.08271
1000624,1,624,-0.3521,6.6273,0.08268
1000625,1,625,-0.3521,6.6527,0.08266
1000626,1,626,-0.3521,6.678,0.08264
1000627,1,627,-0.3521,6.7033,0.08261
1000628,1,628,-0.3521,6.7284,0.08259
1000629,1,629,-0.3521,6.7535,0.08257
1000630,1,630,-0.3521,6.7786,0.08255
1000631,1,631,-0.3521,6.8035,0.08253
1000632,1,632,-0.3521,6.8285,0.08251
1000633,1,633,-0.3521,6.8533,0.08249
1000634,1,634,-0.3521,6.8781,0.08247
1000635,1,635,-0.3521,6.9028,0.08245
1000636,1,636,-0.3521,6.9275,0.08243
1000637,1,637,-0.3521,6.9521,0.08241
1000638,1,638,-0.3521,6.9766,0.0824
1000639,1,639,-0.3521,7.0011,0.08238
1000640,1,640,-0.3521,7.0255,0.08236
1000641,1,641,-0.3521,7.0499,0.08235
1000642,1,642,-0.3521,7.0742,0.08233
1000643,1,643,-0.3521,7.0984,0.08232
1000644,1,644,-0.3521,7.1226,0.0823
1000645,1,645,-0.3521,7.1467,0.08229
1000646,1,646,-0.3521,7.1708,0.08228
1000647,1,647,-0.3521,7.1948,0.08227
1000648,1,648,-0.3521,7.2188,0.08225
1000649,1,649,-0.3521,7.2427,0.08224
1000650,1,650,-0.3521,7.2666,0.08223
1000651,1,651,-0.3521,7.2905,0.08222
1000652,1,652,-0.3521,7.3143,0.08221
1000653,1,653,-0.3521,7.338,0.0822
1000654,1,654,-0.3521,7.3617,0.08219
1000655,1,655,-0.3521,7.3854,0.08218
1000656,1,656,-0.3521,7.4091,0.08218
1000657,1,657,-0.3521,7.4327,0.08217
1000658,1,658,-0.3521,7.4563,0.08216
1000659,1,659,-0.3521,7.4799,0.08216
1000660,1,660,-0.3521,7.5034,0.08215
1000661,1,661,-0.3521,7.5269,0.08214
1000662,1,662,-0.3521,7.5504,0.08214
1000663,1,663,-0.3521,7.5738,0.08214
1000664,1,664,-0.3521,7.5973,0.08213
1000665,1,665,-0.3521,7.6206,0.08213
1000666,1,666,-0.3521,7.644,0.08213
1000667,1,667,-0.3521,7.6673,0.08212
1000668,1,668,-0.3521,7.6906,0.08212
1000669,1,669,-0.3521,7.7138,0.08212
1000670,1,670,-0.3521,7.737,0.08212
1000671,1,671,-0.3521,7.7602,0.08212
1000672,1,672,-0.3521,7.7834,0.08212
1000673,1,673,-0.3521,7.8065,0.08212
1000674,1,674,-0.3521,7.8296,0.08212
1000675,1,675,-0.3521,7.8526,0.08212
1000676,1,676,-0.3521,7.8757,0.08212
1000677,1,677,-0.3521,7.8986,0.08213
1000678,1,678,-0.3521,7.9216,0.08213
1000679,1,679,-0.3521,7.9445,0.08213
1000680,1,680,-0.3521,7.9674,0.08214
1000681,1,681,-0.3521,7.9903,0.08214
1000682,1,682,-0.3521,8.0132,0.08214
1000683,1,683,-0.3521,8.036,0.08215
1000684,1,684,-0.3521,8.0588,0.08215
1000685,1,685,-0.3521,8.0816,0.08216
1000686,1,686,-0.3521,8.1044,0.08217
1000687,1,687,-0.3521,8.1272,0.08217
1000688,1,688,-0.3521,8.15,0.08218
1000689,1,689,-0.3521,8.1727,0.08219
1000690,1,690,-0.3521,8.1955,0.08219
1000691,1,691,-0.3521,8.2183,0.0822
1000692,1,692,-0.3521,8.241,0.08221
1000693,1,693,-0.3521,8.2638,0.08222
1000694,1,694,-0.3521,8.2865,0.08223
1000695,1,695,-0.3521,8.3092,0.08224
1000696,1,696,-0.3521,8.332,0.08225
1000697,1,697,-0.3521,8.3547,0.08226
1000698,1,698,-0.3521,8.3774,0.08227
1000699,1,699,-0.3521,8.4001,0.08228
1000700,1,700,-0.3521,8.4227,0.08229
1000701,1,701,-0.3521,8.4454,0.0823
1000702,1,702,-0.3521,8.468,0.08231
1000703,1,703,-0.3521,8.4906,0.08232
1000704,1,704,-0.3521,8.5132,0.08233
1000705,1,705,-0.3521,8.5358,0.08235
1000706,1,706,-0.3521,8.5583,0.08236
1000707,1,707,-0.3521,8.5808,0.08237
1000708,1,708,-0.3521,8.6032,0.08238
1000709,1,709,-0.3521,8.6257,0.0824
1000710,1,710,-0.3521,8.648,0.08241
1000711,1,711,-0.3521,8.6704,0.08242
1000712,1,712,-0.3521,8.6927,0.08243
1000713,1,713,-0.3521,8.715,0.08245
1000714,1,714,-0.3521,8.7372,0.08246
1000715,1,715,-0.3521,8.7594,0.08248
1000716,1,716,-0.3521,8.7815,0.08249
1000717,1,717,-0.3521,8.8036,0.0825
1000718,1,718,-0.3521,8.8257,0.08252
1000719,1,719,-0.3521,8.8477,0.08253
